content,date,dislikes,likes,press,title,userName
한녀랑 안섞이는것만도 인생 성공각인데 트와이스 모모라니 나라를 구했냐 희철이는ㅋ,2020-01-02T02:36:06+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",chin****
좋은사랑하세요. 기쁜소식이네요ㅋㅋ,2020-01-02T02:26:28+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",mybe****
정연아 빨리 말려! 모모 정신차리게 맛있는걸 입에 물려줘. 모모를 아저씨에게 줄 순 없다구!!,2020-01-02T07:30:15+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",ammo****
중화티비 그렇게 보더닝 .... 중국인이 아니라?,2020-01-02T07:30:06+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",aa89****
ㅅㅂ 안돼~~,2020-01-02T07:29:16+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",9444****
희짱 스고이데스네~,2020-01-02T07:26:05+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",mini****
희철아 부럽다,2020-01-02T07:26:03+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",kgv1****
트와는 연애가 자유롭네~~~ 다른 아이돌들은 소속사눈치보면서 썸만 타다 끝나는게 대부분~~,2020-01-02T07:24:45+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",yo67****
디스패치 일 안하네 이런거 어제발표해야되는거아님,2020-01-02T07:21:58+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",ldmi****
남자의 특권 할배도 20살 물을수있다.심한가 30살 물을수있다.남자의 특권이지.,2020-01-02T07:18:25+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",wigo****
쉥긴게 꼭 한녀같다!!!!!!!!!!!!!!,2020-01-02T07:17:54+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",neva****
김치녀보다 스시녀가 훠어어얼씬 낫지 ㅋㅋㅋ 부럽다,2020-01-02T07:17:07+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",leni****
대세는 일녀다 ㅠㅠ,2020-01-02T01:58:48+0000,2,2,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",dk1k****
일본 여자 좋지~~~~~~오오오와하하하하하하. 이이네~키모찌 이이네네네,2020-01-02T01:51:56+0000,2,2,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",jenn****
일본 여자 좋지~~~~~~오오오와하하하하하하. 이이네~키모찌 이이네네네,2020-01-02T01:49:51+0000,2,2,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",jenn****
스시녀에 13살연하 부럽다,2020-01-02T01:44:37+0000,2,2,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",tein****
김희철이라 다행이다 믿고 맡길수 있지,2020-01-02T08:24:37+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",kfcb****
한국 늙고 추한 노처녀들이 제일 거품물 커플이군 14살연하에 스시녀. 부럽다 희철아,2020-01-02T07:52:03+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",frea****
세계 어느나라를 가도  예쁜 여자 못생긴 여자 공존하는데 유일하게 일본 여잔 내 인생에 한 명도  예쁜  여자를 본 적이 없네  왜일까    정말 눈 씻고 찾아도 없다   어쩜 하나같이 못생겼지?,2020-01-02T07:49:26+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",lcr1****
이 시국에? 일본 여자랑? 토착왜구 인증ㅉㅉ,2020-01-02T07:21:31+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",gpff****
나이가 중요한거였어...희철이가 더 이쁘다능,2020-01-02T06:56:13+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",shin****
전라도 사람으로서 이 연애 반대합니다 !!,2020-01-02T06:56:03+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",asop****
한국년보단 낫지 잘 선택했다,2020-01-02T06:43:22+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",ryuh****
모모야 대주지마,2020-01-02T02:23:04+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",ghdt****
이런말하기 좀 미안하지만 서로바빠서 언젠가는 헤어질듯..,2020-01-02T02:05:05+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",lee6****
부럽다.,2020-01-02T02:00:38+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",gsm8****
희철이형 축하해요~~~!! 둘이 너무 잘 어울려 ㅎㅎ선남선녀커플 행복하게 연애하다가 결혼했으면 좋겠다,2020-01-02T01:49:17+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",bjnh****
한일커플 축하~ 김희철아~,2020-01-02T01:42:02+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",hwan****
와우 13살 차이 대단하다 부럽군,2020-01-02T01:22:30+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",dual****
"이쁘게 사귀세요~근데 안어울림~악플은아녀,마음의소리임",2020-01-02T01:16:01+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",tjsr****
축하해용 희철이 형도 손자 볼때 됬지,2020-01-02T01:02:37+0000,1,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",jipa****
축하드립니다,2020-01-02T08:56:23+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",ssh4****
페미들 부글부글~~~열받아 모모에게 악플하지는 마세요!! 결혼도 아니고 연애데.....페미들이 못하는 연애 다들 많이 하시니 두분 응원하고 지켜줍시다!!,2020-01-02T08:55:47+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",zard****
아 더러워,2020-01-02T07:01:23+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",sonm****
ㅈ또 무엇을 덮으려고 이사단이 났는가,2020-01-02T06:56:58+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",haaa****
쿵쾅이들아 작작 쿵쾅대 지진난다 야,2020-01-02T06:55:48+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",jsur****
잘어울리세요 두분 좋은 일 있으면 좋겠어요 ^.^,2020-01-02T06:54:39+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",mint****
아니 불매운동이 한창인 이 시기에ㅋㅋㅋ농담이고 예쁜 사랑하시구랴,2020-01-02T06:54:36+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",eunn****
13살 많은데 희철이가 더 이쁘노...,2020-01-02T06:52:30+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",a948****
희철이형 개부럽다..,2020-01-02T06:51:55+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",ququ****
아 희님 정신차리세오...,2020-01-02T06:44:09+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",pink****
솔직히 부럽네 ~,2020-01-02T06:43:24+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",step****
연애인들은 벌거벗은 임금님인건가. 그만 좀 벗겨먹지.,2020-01-02T08:28:29+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",kims****
누구랑  연애랑 하든 쫌 놔둬라!...연애해서  결혼하게...별  연예인하면 평생  독신으로 살아야 됨?,2020-01-02T08:27:37+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",she2****
모모링 모구리 데구리 뿌뿌뿌,2020-01-02T08:26:41+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",sin_****
가세연  최근부터보기 시작했는데  거기서  터진건 긔의다 사실로 터지네!...정치부터  연예 과거 가세연 영상보면  정치..버닝썬 김희철까지! 거의다 팩트네!...,2020-01-02T08:23:21+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",she2****
좋겟다난 5살차아니면18살차랑사겨야지,2020-01-02T08:21:11+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",kkar****
이 시국의 쉽뜨억 X 쓉뜨억의 '이시국'커플을 응원합니다 -전국 트수 협회,2020-01-02T08:21:08+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",kwj9****
요즘은 나이차 연애가 대세인가보네 ㅋㅋㅋ,2020-01-02T08:20:53+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",vibe****
질사겨라 ~~~,2020-01-02T08:19:05+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",best****
희철이형 부럽당tt,2020-01-02T08:18:39+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",hotp****
모모가왜..?,2020-01-02T08:18:01+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",high****
사귈수도 있지.축하해요~~~,2020-01-02T01:52:58+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",eun0****
아 정말 부럽당,2020-01-02T01:49:01+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",iang****
다문화연애도 좋지! 이쁜연애하세요,2020-01-02T01:30:51+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",star****
기모찌 들으먼서 싸겻네,2020-01-02T01:01:43+0000,19,19,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",oooy****
"좋은 본보기가되어 한일남여커플이 많이 생겨났으면 합니다~ㅎ 고고하고 특별하신 한국여성님들은 한남춘 엿같아서 혼자들 비혼으로 살겠다는 분들이 늘고 있는데, 한국남자들은 해외로 눈을 돌리는 게 맞고, 이웃나라일본이 일분여자들과 궁합이 좋을듯하네요ㅎ 열심히 일하며 가정생각하며 책임감있는 한국남성/ 그런 남편을 존중해줄 줄 알며 밝은 표정으로 반겨주는 일본여성. 서로가 서로에게 플러스가되는 시너지효과를 내는 조합이라고 생각합니다ㅎ",2020-01-02T02:36:56+0000,9,9,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",ddse****
대 깨문 달창들 희처리 친일 왜구 일베라고 거품 물겐네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2020-01-02T02:38:42+0000,8,8,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",bbag****
무적권 김치녀들은 걸러야된다! 개념있는 스시녀 강추!!,2020-01-02T01:02:23+0000,7,7,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",kimm****
희철이 결혼 할 마음 없나보다^^  기모찌~ 기모찌~ 부럽다. ㅠㅠ,2020-01-02T01:09:37+0000,4,4,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",skyb****
토착왜구 문재앙 탄핵,2020-01-02T05:48:38+0000,3,3,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",ysk3****
진심 축하요 ㅎㅎ 이쁘게 한일관계 도음되며 사세요♥,2020-01-02T05:14:06+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",cale****
사진제목 귀여운 앞머리 ㅋㅋㅋ,2020-01-02T05:07:57+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",ljy2****
예상했었기 때문일까? 디스패치! 요번엔 좀 약해~~~ㅋㅋ,2020-01-02T04:59:48+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",daun****
주례는 케인이 해줘야지,2020-01-02T04:30:28+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",nara****
모모는 무지개,2020-01-02T04:22:38+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",hooa****
김희철 연애설 처음보는듯,2020-01-02T04:17:18+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",qkrw****
희철이 게이 아니였구나 다행이다 응원한다 좋은만남가지길,2020-01-02T04:05:24+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",kore****
예쁜만남 가지세요~~,2020-01-02T04:03:49+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",boy2****
부러우면 지는것인디 어짜든 행복하시오,2020-01-02T03:59:51+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",pk12****
이 두사람은 진짜 끝까지 가길,2020-01-02T03:51:20+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",a200****
사나였음 난리났다...,2020-01-02T07:58:18+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",wlal****
그나마 네이버 댓글은 일본극우 사이트 댓글에 비하면 귀여운 수준임 ㅋㅋㅋㅋㅋ,2020-01-02T07:58:06+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",ysk3****
불매운동 ㅠㅠ,2020-01-02T07:39:07+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",kdn1****
ㅊㅅㄷ: 오빠.. 정말 실망했어요...,2020-01-02T07:37:46+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",kaos****
그래..기자놈들 징징글글허다...,2020-01-02T07:24:57+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",jean****
어쩐지 우주겁쟁이 나비잠 뮤비에 모모가 출연하드라..ㅎ 모모 악플달릴까 걱정되네..,2020-01-02T07:20:48+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",cris****
뭔 결혼도 아니고 사귀는 게  뉴스냐  식상하다  헤어질  때 또 뉴스겠네,2020-01-02T07:17:32+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",lcr1****
트와이스 아웃.ㅎ,2020-01-02T07:01:36+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",kbj8****
김희철 얼굴은 불가능이니 돈이라도 열심히 벌어야겠다 ㅠㅅㅠ,2020-01-02T06:49:37+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",blue****
그냥 축하해주면 되지 댓글들 왜이럴까 대체,2020-01-02T06:41:55+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",11db****
일본 좋아하더니 드디어 모모랑 사귐~~~,2020-01-02T06:20:28+0000,0,1,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",infa****
부럽다 일본 여자..,2020-01-02T08:55:19+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",flym****
잘만나서 이쁘게 사시길~,2020-01-02T08:54:41+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",shea****
한녀들 분노의 쿵쾅중,2020-01-02T08:54:05+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",nomo****
좋겠다...일본여자가   남편에게는 공손하고  잘 해준다는데...,2020-01-02T08:53:11+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",swdo****
짭밥이 얼만데 응원한다 주제도 모르고 설치는 인간은 반성해,2020-01-02T08:52:36+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",riri****
자동차는 일본산이면 안되고 여자는 일본산이어도 상관없는거냐? 왜 사람들 잣대가 왜이렇게 기준이 없냐? 누구는 토착왜구라고 까고 누구는 잘했다고 빨고? 이 새끼들아 일본여자만 한국녀보다 좋냐? 일본차도 한국차보다 좋아? 왜 편견을 가지고 반일한다고 착각하냐? 앞으로 너희 새끼들은 반일에 반자도 꺼내지마라 어휴 생각없는 문슬람 새끼들,2020-01-02T08:52:30+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",2_9_****
이시국밥충 입니다 지나갈게요,2020-01-02T08:52:24+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",duds****
칫   모모   아쁘니까   사귀고   너두    똑같네    주이는   떡밥이냐??,2020-01-02T08:52:23+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",lllc****
대선배 조성모에 개기지 말라 김희첡,2020-01-02T08:51:22+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",geni****
암표로 혼내줘라,2020-01-02T06:39:43+0000,0,0,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",tyte****
토착 왜구랑께     적폐랑께  공산주의 이니수엘라  갑시다,2020-01-02T02:07:17+0000,0,2,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",thri****
"일본여자 현명하지. 한국여자처럼 억지나 고집 쳐 부리는것도 없고, 허세에 빠진 한국 에미나이들이랑은 다르지",2020-01-02T05:58:52+0000,6,7,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",kdh0****
희철아 너도 못생겼는데   일본 원숭이랑  결혼하면  2세는  생각 안하냐  걱정이다,2020-01-02T08:01:52+0000,3,4,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",lcr1****
한국년보다 일본애들이 훨 낫지,2020-01-02T07:49:33+0000,3,4,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",frea****
드센 한녀들 동남아 아프리카로 수출하고  일녀들 적극수입해야,2020-01-02T06:23:25+0000,2,3,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",kdh0****
일본 여성 특유의 전통적인 성품은 유명하다고 합니다.,2020-01-02T06:02:58+0000,2,3,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",kjle****
일본 불매인데 희철이 백만 안티 결성중,2020-01-02T04:49:57+0000,2,3,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",east****
희철군은 황보 느낌을 좋아하는듯,2020-01-02T02:35:29+0000,2,3,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",dora****
잘어울린다   한일관계 정상화에  기여해봐,2020-01-02T01:36:31+0000,2,3,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",kdc2****
"집에서 게임하고 밥쳐먹는 꼬라지 보고 놀랬는데... 손 많이가는 사람이나, 주변에 의지하는 사람과 함께하는 건 미친짓이다. 지금은 돈으로 그런 걸 커버할 수 있겠지만, 주변에서 보는 것만으로 눈살 찌푸려지는 행동이긴 하니, 곁에 있는 사람에게 지속적인 사랑은 받기 힘들다.",2020-01-02T08:06:51+0000,1,2,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",rhkd****
외국인인데다가 어리니까 뭘 몰라서 사귀는거겠지.,2020-01-02T03:41:04+0000,1,3,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",wile****
솔직히 메갈 김치들보다 일녀들이 쌔끈하고 더 귀엽지,2020-01-02T03:24:58+0000,1,3,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",osh9****
이런기사 올리지 마라 별관심 없다,2020-01-02T02:29:42+0000,1,3,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",baro****
아니라고 할때는 언제고 이제와서 인정이냐!,2020-01-02T01:22:41+0000,1,3,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",hami****
황보랑 사귀노,2020-01-02T08:37:29+0000,0,2,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",d539****
하필 일본ㄴ ㅛㄴ,2020-01-02T07:49:19+0000,0,2,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",syb1****
모르는게 이상하지않냐 다들 알고있었잖아,2020-01-02T07:16:14+0000,0,2,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",melo****
모모야 원스는 항상 너희 인생 항상 응원해!!! 나도 행복하게 살고 너도 행복하게 살아!!,2020-01-02T06:46:08+0000,0,2,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",smho****
능력있으면 일녀로 가네,2020-01-02T06:35:15+0000,0,2,연합뉴스,"슈주 김희철·트와이스 모모, 열애 인정… 13살차이 한일 커플",lpom****
